62.5,-29.4627819,-104.166664
41.6666679,0,-125
62.5,29.4627819,-104.166664
83.3333359,0,-83.3333359
0,-58.9255638,-83.3333359
0,0,-125
0,58.9255638,-83.3333359
-1.08991355e-06,-5.44956777e-07,1.08991355e-06
83.3333359,58.9255638,-83.3333359
104.166664,29.4627819,-62.5
62.5,88.3883514,-62.5
83.3333359,58.9255638,0
125,0,-41.6666679
104.166664,-29.4627819,-62.5
125,0,1.05823474e-08
83.3333359,-58.9255638,0
83.3333359,-58.9255638,-83.3333359
62.5,-88.3883514,-62.5
-41.6666679,0,-125
-62.5,29.4627819,-104.166664
-62.5,-29.4627819,-104.166664
-83.3333359,0,-83.3333359
-83.3333359,58.9255638,-83.3333359
-62.5,88.3883514,-62.5
-104.166664,29.4627819,-62.5
-83.3333359,58.9255638,0
-41.6666679,117.851128,-41.6666679
0,117.851128,-41.6666679
-41.6666679,117.851128,0
0,117.851128,0
41.6666679,117.851128,-41.6666679
41.6666679,117.851128,0
-83.3333359,-58.9255638,-83.3333359
-104.166664,-29.4627819,-62.5
-62.5,-88.3883514,-62.5
-83.3333359,-58.9255638,0
-125,1.46121399e-08,-41.6666679
-125,0,0
41.6666679,-117.851128,-41.6666679
0,-117.851128,-41.6666679
41.6666679,-117.851128,0
0,-117.851128,0
-41.6666679,-117.851128,-41.6666679
-41.6666679,-117.851128,0
125,-1.46121408e-08,41.6666679
104.166664,-29.4627819,62.5
104.166664,29.4627819,62.5
83.3333359,0,83.3333359
83.3333359,-58.9255638,83.3333359
62.5,-88.3883514,62.5
62.5,-29.4627819,104.166664
0,-58.9255638,83.3333359
41.6666679,-117.851128,41.6666679
0,-117.851128,41.6666679
83.3333359,58.9255638,83.3333359
62.5,29.4627819,104.166664
62.5,88.3883514,62.5
0,58.9255638,83.3333359
41.6666679,0,125
-1.05823474e-08,0,125
-41.6666679,-1.46121408e-08,125
-62.5,-29.4627819,104.166664
-62.5,29.4627819,104.166664
-83.3333359,0,83.3333359
-83.3333359,-58.9255638,83.3333359
-62.5,-88.3883514,62.5
-104.166664,-29.4627819,62.5
-41.6666679,-117.851128,41.6666679
41.6666679,117.851128,41.6666679
0,117.851128,41.6666679
-41.6666679,117.851128,41.6666679
-62.5,88.3883514,62.5
-83.3333359,58.9255638,83.3333359
-104.166664,29.4627819,62.5
-125,1.46121408e-08,41.6666679
